8.640000e+004,1.500000e+011,2.592000e+009,-2.636009e+033,2.700000e+040
1.728000e+005,1.499558e+011,5.183236e+009,-2.636019e+033,2.700000e+040
2.592000e+005,1.498673e+011,7.772943e+009,-2.636028e+033,2.700000e+040
3.456000e+005,1.497347e+011,1.036036e+010,-2.636037e+033,2.700000e+040
4.320000e+005,1.495580e+011,1.294473e+010,-2.636046e+033,2.700000e+040
5.184000e+005,1.493373e+011,1.552528e+010,-2.636054e+033,2.700000e+040
6.048000e+005,1.490726e+011,1.810127e+010,-2.636063e+033,2.700000e+040
6.912000e+005,1.487641e+011,2.067193e+010,-2.636071e+033,2.700000e+040
7.776000e+005,1.484119e+011,2.323652e+010,-2.636079e+033,2.700000e+040
8.640000e+005,1.480161e+011,2.579428e+010,-2.636088e+033,2.700000e+040
9.504000e+005,1.475768e+011,2.834447e+010,-2.636096e+033,2.700000e+040
1.036800e+006,1.470942e+011,3.088635e+010,-2.636103e+033,2.700000e+040
1.123200e+006,1.465684e+011,3.341916e+010,-2.636111e+033,2.700000e+040
1.209600e+006,1.459997e+011,3.594218e+010,-2.636118e+033,2.700000e+040
1.296000e+006,1.453883e+011,3.845466e+010,-2.636126e+033,2.700000e+040
1.382400e+006,1.447342e+011,4.095589e+010,-2.636133e+033,2.700000e+040
1.468800e+006,1.440379e+011,4.344514e+010,-2.636140e+033,2.700000e+040
1.555200e+006,1.432994e+011,4.592168e+010,-2.636147e+033,2.700000e+040
1.641600e+006,1.425190e+011,4.838480e+010,-2.636153e+033,2.700000e+040
1.728000e+006,1.416970e+011,5.083378e+010,-2.636160e+033,2.700000e+040
1.814400e+006,1.408336e+011,5.326793e+010,-2.636166e+033,2.700000e+040
1.900800e+006,1.399291e+011,5.568654e+010,-2.636172e+033,2.700000e+040
1.987200e+006,1.389839e+011,5.808892e+010,-2.636178e+033,2.700000e+040
2.073600e+006,1.379981e+011,6.047437e+010,-2.636184e+033,2.700000e+040
2.160000e+006,1.369722e+011,6.284221e+010,-2.636190e+033,2.700000e+040
2.246400e+006,1.359064e+011,6.519177e+010,-2.636195e+033,2.700000e+040
2.332800e+006,1.348011e+011,6.752237e+010,-2.636200e+033,2.700000e+040
2.419200e+006,1.336567e+011,6.983335e+010,-2.636205e+033,2.700000e+040
2.505600e+006,1.324734e+011,7.212405e+010,-2.636210e+033,2.700000e+040
2.592000e+006,1.312517e+011,7.439383e+010,-2.636215e+033,2.700000e+040
2.678400e+006,1.299919e+011,7.664203e+010,-2.636220e+033,2.700000e+040
2.764800e+006,1.286944e+011,7.886802e+010,-2.636224e+033,2.700000e+040
2.851200e+006,1.273597e+011,8.107117e+010,-2.636228e+033,2.700000e+040
2.937600e+006,1.259881e+011,8.325086e+010,-2.636232e+033,2.700000e+040
3.024000e+006,1.245801e+011,8.540647e+010,-2.636236e+033,2.700000e+040
3.110400e+006,1.231361e+011,8.753741e+010,-2.636239e+033,2.700000e+040
3.196800e+006,1.216565e+011,8.964306e+010,-2.636243e+033,2.700000e+040
3.283200e+006,1.201419e+011,9.172285e+010,-2.636246e+033,2.700000e+040
3.369600e+006,1.185925e+011,9.377619e+010,-2.636249e+033,2.700000e+040
3.456000e+006,1.170091e+011,9.580250e+010,-2.636252e+033,2.700000e+040
3.542400e+006,1.153919e+011,9.780123e+010,-2.636254e+033,2.700000e+040
3.628800e+006,1.137415e+011,9.977182e+010,-2.636257e+033,2.700000e+040
3.715200e+006,1.120584e+011,1.017137e+011,-2.636259e+033,2.700000e+040
