150000000000.000000,2592000000.000000
149955760897.666840,5183235548.311684
149867316004.743350,7772943119.146160
149734712093.472600,10360360360.461426
149558009356.560820,12944726340.524530
149337281362.326420,15525281793.083530
149072615005.085540,18101269361.046135
148764110450.826390,20671933838.563839
148411881078.227720,23236522411.422287
148016053415.078460,25794284895.640671
147576767070.158110,28344473974.184948
147094174660.639800,30886345431.701946
146568441735.079500,33419158387.183437
145999746692.057280,35942175524.471649
145388280694.538210,38454663320.519859
144734247580.022550,40955892271.324081
144037863766.556180,43445137115.444214
143299358154.674410,45921677055.035408
142518972025.353390,48384795974.312843
141696958934.045170,50833782655.375534
140833584600.873500,53267930991.317360
139929126797.069460,55686540196.555855
138983875227.725830,58088915014.312019
137998131410.952240,60474365921.176765
136972208553.512070,62842209328.702286
135906431423.024660,65191767781.959145
134801136216.816350,67522370155.002502
133656670427.504990,69833351843.193344
132473392705.403110,72124054952.323334
131251672717.825650,74393828484.494278
129991891005.388690,76642028520.705978
128694438835.385880,78868018400.108521
127359718052.329960,81071168895.877869
125988140925.746600,83250858387.676010
124580129995.308490,85406473030.659424
123136117913.397280,87537406921.002136
121656547285.181340,89643062257.902191
120141870506.297160,91722849502.042633
118592549598.222090,93776187530.480698
117009056041.425890,95802503787.941238
115391870606.388720,97801234434.492645
113741483182.572220,99771824489.586136
112058392605.430570,101713727972.441280
110343106481.547640,103626408038.763080
108596141011.986020,105509337113.778050
106818020813.933030,107361997021.579040
105009278740.728240,109183879110.770490
103170455700.356510,110974484376.408080
101302100472.489490,112733323578.228760
99404769524.158157,114459917355.169010
97479026824.137833,116153796336.171360
95525443656.126389,117814501247.280930
93544598430.795410,119441583015.035750
91537076496.793106,121034602866.156310
89503469950.776733,122593132423.541630
87444377446.551453,124116753798.580890
85360404003.391037,125605059679.791210
83252160813.615311,127057653417.793910
81120265049.497467,128474149106.642940
78965339669.573746,129854171661.520970
76788013224.426376,131197356892.819780
74588919662.009781,132503351576.623200
72368698132.588379,133771813521.612030
70127992793.353592,135002411632.411830
67867452612.785820,136194825969.405500
65587731174.826256,137348747805.033980
63289486482.921844,138463879676.609310
60973380764.005478,139539935435.665500
58640080272.472084,140576640293.873720
56290255094.209999,141573730865.548980
53924578950.745506,142530955206.776950
51543729003.557243,143448072851.189610
49148385658.615585,144324854842.420380
46739232371.200943,145161083763.268740
44316955451.053322,145956553761.606320
41882243867.904297,146711070573.056400
39435789057.441040,147424451540.479400
36978284727.750732,148096525630.297880
34510426666.292290,148727133445.694550
32032912547.441002,149316127236.717900
29546441740.650265,149863370907.329740
27051715119.273315,150368740019.430080
24549434870.086487,150832121793.894350
22040304303.554173,151253415108.658870
19525027664.874451,151632530493.890500
17004309945.842926,151969390124.276310
14478856697.571104,152263927808.469910
11949373844.094387,152516088975.730530
9416567496.903467,152725830659.791530
6881143770.431701,152893121479.994720
4343808598.529829,153017941619.727110
1805267551.958218,153100282802.196690
-733774343.074371,153140148263.583440
-3272612785.297633,153137552723.602170
-5810544377.665443,153092522353.513460
-8346866805.514837,153005094741.618440
-10880879013.573677,152875318856.273800
-13411881381.793514,152703255006.462310
-15939175899.985157,152488974799.954620
-18462066341.235489,152232561099.097260
-20979858434.085033,151934107974.261990
-23491860033.446705,151593720654.990910
-25997381290.247139,151211515478.871610
-28495734819.772865,150787619838.176390
-30986235868.704456,150322172124.298860
-33468202480.822636,149815321670.021180
-35940955661.371124,149267228689.644620
-38403819540.061821,148678064217.015720
-40856121532.708588,148048010041.479680
-43297192501.476768,147377258641.792720
-45726366913.736130,146666013118.024020
-48142982999.505646,145914487121.477420
-50546382907.479225,145122904782.663450
-52935912859.621971,144291500637.350250
-55310923304.327316,143420519550.722870
-57670769068.125717,142510216639.678860
-60014809505.936325,141560857193.288150
-62342408649.853394,140572716591.444340
-64652935356.459694,139546080221.734220
-66945763452.659714,138481243394.551420
-69220271880.025681,137378511256.479980
-71475844837.649963,136238198701.972690
-73711871923.497696,135060630283.348720
-75927748274.253815,133846140119.134430
-78122874703.658905,132595071800.770480
-80296657839.328690,131307778297.708300
-82448510258.052139,129984621860.917770
-84577850619.563293,128625973924.827940
-86684103798.782288,127232215007.721740
-88766701016.521072,125803734610.605210
-90825079968.649567,124340931114.571210
-92858684953.717911,122844211676.677060
-94866966999.030823,121313992124.354810
-96849383985.169922,119750696848.372710
-98805400768.960007,118154758694.365520
-100734489304.875270,116526618852.951080
-102636128764.881410,114866726748.449770
-104509805656.709560,113175539926.223450
-106355013940.557950,111453523938.649320
-108171255144.217070,109701152229.744450
-109958038476.614010,107918906018.455470
-111714880939.771550,106107274180.628200
-113441307439.177490,104266753129.670960
-115136850892.559400,102397846695.925290
-116801052337.059910,100501066004.757250
-118433461034.807360,98576929353.381927
-120033634576.876620,96625962086.433777
-121601138985.634220,94648696470.294617
-123135548815.462280,92645671566.191177
-124636447251.854800,90617433102.073425
-126103426208.880160,88564533343.284790
-127536086425.002960,86487530962.035049
-128934037557.258210,84386990905.686401
-130296898273.770510,82263484263.862900
-131624296344.610500,80117588134.393341
-132915868730.980500,77949885488.097397
-134171261672.720780,75760965032.424469
-135390130774.127810,73551421073.954895
-136572141088.075060,71321853379.772629
-137716967198.426790,69072867037.718582
-138824293300.734710,66805072315.533783
-139893813281.207030,64519084518.901085
-140925230793.938960,62215523848.394539
-141918259336.393190,59895015255.345146
-142872622323.118650,57558188296.631897
-143788053157.695190,55205676988.406868
-144664295302.891360,52838119658.763351
-145501102349.022000,50456158799.355865
-146298238080.492220,48060440915.981064
-147055476540.513210,45651616378.128723
-147772602093.975520,43230339267.511955
-148449409488.464420,40797267225.586105
-149085703913.401820,38353061300.065910
-149681301057.298770,35898385790.450668
-150236027163.101560,33433908092.567448
-150749719081.614870,30960298542.142620
-151222224322.983800,28478230257.412235
-151653401106.217320,25988378980.782127
-152043118406.734190,23491422919.548920
-152391256001.912720,20988042585.693512
-152697704514.624540,18478920634.758984
-152962365454.733000,15964741703.825239
-153185151258.535280,13446192248.593225
-153365985326.127930,10923960379.591976
-153504802056.674320,8398735697.522213
-153601546881.552370,5871209127.750795
-153656176295.360870,3342072753.970820
-153668657884.761380,812019651.042759
-153638970355.133360,-1718256282.967381
-153567103555.019200,-4248060495.536299
-153453058498.335390,-6776697949.200764
-153296847384.326320,-9303473291.826202
