8.640000e+004,1.500000e+011,5.184000e+009,5.461607e+033,5.400000e+040
1.728000e+005,1.499558e+011,1.036647e+010,5.459241e+033,5.400000e+040
2.592000e+005,1.498677e+011,1.554591e+010,5.456919e+033,5.400000e+040
3.456000e+005,1.497359e+011,2.072081e+010,5.454662e+033,5.400000e+040
4.320000e+005,1.495609e+011,2.588975e+010,5.452485e+033,5.400000e+040
5.184000e+005,1.493434e+011,3.105131e+010,5.450404e+033,5.400000e+040
6.048000e+005,1.490840e+011,3.620416e+010,5.448431e+033,5.400000e+040
6.912000e+005,1.487834e+011,4.134702e+010,5.446578e+033,5.400000e+040
7.776000e+005,1.484426e+011,4.647871e+010,5.444854e+033,5.400000e+040
8.640000e+005,1.480625e+011,5.159809e+010,5.443264e+033,5.400000e+040
9.504000e+005,1.476442e+011,5.670415e+010,5.441813e+033,5.400000e+040
1.036800e+006,1.471887e+011,6.179593e+010,5.440503e+033,5.400000e+040
1.123200e+006,1.466972e+011,6.687258e+010,5.439333e+033,5.400000e+040
1.209600e+006,1.461708e+011,7.193335e+010,5.438303e+033,5.400000e+040
1.296000e+006,1.456108e+011,7.697754e+010,5.437408e+033,5.400000e+040
1.382400e+006,1.450183e+011,8.200458e+010,5.436645e+033,5.400000e+040
1.468800e+006,1.443946e+011,8.701396e+010,5.436008e+033,5.400000e+040
1.555200e+006,1.437409e+011,9.200525e+010,5.435490e+033,5.400000e+040
1.641600e+006,1.430583e+011,9.697812e+010,5.435084e+033,5.400000e+040
1.728000e+006,1.423482e+011,1.019323e+011,5.434782e+033,5.400000e+040
1.814400e+006,1.416117e+011,1.068675e+011,5.434578e+033,5.400000e+040
1.900800e+006,1.408499e+011,1.117837e+011,5.434462e+033,5.400000e+040
1.987200e+006,1.400639e+011,1.166807e+011,5.434428e+033,5.400000e+040
2.073600e+006,1.392550e+011,1.215586e+011,5.434468e+033,5.400000e+040
2.160000e+006,1.384241e+011,1.264173e+011,5.434574e+033,5.400000e+040
2.246400e+006,1.375723e+011,1.312569e+011,5.434739e+033,5.400000e+040
2.332800e+006,1.367005e+011,1.360774e+011,5.434957e+033,5.400000e+040
2.419200e+006,1.358098e+011,1.408791e+011,5.435221e+033,5.400000e+040
2.505600e+006,1.349010e+011,1.456621e+011,5.435526e+033,5.400000e+040
2.592000e+006,1.339751e+011,1.504265e+011,5.435866e+033,5.400000e+040
2.678400e+006,1.330328e+011,1.551726e+011,5.436236e+033,5.400000e+040
2.764800e+006,1.320751e+011,1.599006e+011,5.436631e+033,5.400000e+040
2.851200e+006,1.311025e+011,1.646108e+011,5.437048e+033,5.400000e+040
2.937600e+006,1.301160e+011,1.693033e+011,5.437482e+033,5.400000e+040
3.024000e+006,1.291162e+011,1.739786e+011,5.437930e+033,5.400000e+040
3.110400e+006,1.281037e+011,1.786368e+011,5.438389e+033,5.400000e+040
3.196800e+006,1.270792e+011,1.832783e+011,5.438856e+033,5.400000e+040
3.283200e+006,1.260433e+011,1.879033e+011,5.439329e+033,5.400000e+040
3.369600e+006,1.249966e+011,1.925121e+011,5.439805e+033,5.400000e+040
3.456000e+006,1.239396e+011,1.971051e+011,5.440283e+033,5.400000e+040
3.542400e+006,1.228728e+011,2.016826e+011,5.440761e+033,5.400000e+040
3.628800e+006,1.217967e+011,2.062448e+011,5.441237e+033,5.400000e+040
3.715200e+006,1.207117e+011,2.107920e+011,5.441710e+033,5.400000e+040
3.801600e+006,1.196184e+011,2.153246e+011,5.442180e+033,5.400000e+040
3.888000e+006,1.185172e+011,2.198429e+011,5.442644e+033,5.400000e+040
3.974400e+006,1.174083e+011,2.243471e+011,5.443103e+033,5.400000e+040
4.060800e+006,1.162922e+011,2.288376e+011,5.443556e+033,5.400000e+040
4.147200e+006,1.151693e+011,2.333145e+011,5.444001e+033,5.400000e+040
4.233600e+006,1.140399e+011,2.377783e+011,5.444439e+033,5.400000e+040
4.320000e+006,1.129043e+011,2.422292e+011,5.444869e+033,5.400000e+040
4.406400e+006,1.117628e+011,2.466675e+011,5.445292e+033,5.400000e+040
4.492800e+006,1.106157e+011,2.510933e+011,5.445705e+033,5.400000e+040
4.579200e+006,1.094633e+011,2.555071e+011,5.446111e+033,5.400000e+040
4.665600e+006,1.083058e+011,2.599090e+011,5.446508e+033,5.400000e+040
4.752000e+006,1.071434e+011,2.642993e+011,5.446896e+033,5.400000e+040
4.838400e+006,1.059765e+011,2.686783e+011,5.447275e+033,5.400000e+040
4.924800e+006,1.048052e+011,2.730462e+011,5.447645e+033,5.400000e+040
5.011200e+006,1.036297e+011,2.774032e+011,5.448007e+033,5.400000e+040
5.097600e+006,1.024502e+011,2.817496e+011,5.448361e+033,5.400000e+040
5.184000e+006,1.012670e+011,2.860855e+011,5.448705e+033,5.400000e+040
